project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
HCMI-CMDC	bc1f75d5-8910-45ee-ae52-0d34ee41ee02	HCM-CSHL-0608-C17	5b482038-7ccd-4dc1-a712-7f493fd00099	HCM-CSHL-0608-C17-85A	8054a0e7-c5a1-5404-b993-735e58ea223a	'--	e440970c-ef41-4eae-afa7-0797ac53865f	HCM-CSHL-0608-C17-85A-01R	1.96	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.68	8.9	UV Spec	released	'--
HCMI-CMDC	bc1f75d5-8910-45ee-ae52-0d34ee41ee02	HCM-CSHL-0608-C17	c3c15ed2-6059-4da3-bb45-5baf9febda9a	HCM-CSHL-0608-C17-10A	9626ce6d-0023-4c81-ab77-6b7dc99e3d2d	HCM-CSHL-0608-C17-10A-01	9bc555bb-eb8c-4753-9561-7d6d95eeaac8	HCM-CSHL-0608-C17-10A-01D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	bc1f75d5-8910-45ee-ae52-0d34ee41ee02	HCM-CSHL-0608-C17	d9438bdb-9723-4d72-8f0e-d0e03b99526b	HCM-CSHL-0608-C17-06A	98f76312-49b1-46df-9d3c-afa317991437	HCM-CSHL-0608-C17-06A-11	05e7bd6d-6e87-43a6-81c6-efdf405e35fa	HCM-CSHL-0608-C17-06A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	bc1f75d5-8910-45ee-ae52-0d34ee41ee02	HCM-CSHL-0608-C17	d9438bdb-9723-4d72-8f0e-d0e03b99526b	HCM-CSHL-0608-C17-06A	98f76312-49b1-46df-9d3c-afa317991437	HCM-CSHL-0608-C17-06A-11	b484ec2a-b5c9-4b67-902b-bf9715be689c	HCM-CSHL-0608-C17-06A-11R	1.76	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.49	8.1	UV Spec	released	'--
HCMI-CMDC	be408fe2-5f92-4593-9b1d-190a4d46f9f8	HCM-BROD-0200-C71	3a3ea6fa-cc40-4ae6-8047-f8ad099decc4	HCM-BROD-0200-C71-01A	3d09a785-5409-4c3e-b91f-1bfe05174538	HCM-BROD-0200-C71-01A-11	6b021ce3-0676-4980-ba43-d83e5fdcd2f8	HCM-BROD-0200-C71-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	be408fe2-5f92-4593-9b1d-190a4d46f9f8	HCM-BROD-0200-C71	3a3ea6fa-cc40-4ae6-8047-f8ad099decc4	HCM-BROD-0200-C71-01A	3d09a785-5409-4c3e-b91f-1bfe05174538	HCM-BROD-0200-C71-01A-11	b373acef-1cf2-4235-a71b-2172501be243	HCM-BROD-0200-C71-01A-11R	1.81	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.48	8.1	UV Spec	released	'--
HCMI-CMDC	be408fe2-5f92-4593-9b1d-190a4d46f9f8	HCM-BROD-0200-C71	436ec6dc-2202-4e71-9d30-8a61e4b575a3	HCM-BROD-0200-C71-85B	b10a7bdd-0b6f-5c1d-8d6f-1835f584f3fc	'--	49a33301-a691-4966-9ba2-081a10e31e15	HCM-BROD-0200-C71-85B-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	be408fe2-5f92-4593-9b1d-190a4d46f9f8	HCM-BROD-0200-C71	436ec6dc-2202-4e71-9d30-8a61e4b575a3	HCM-BROD-0200-C71-85B	dc265f96-3657-5d25-b310-3c601e41bb4b	'--	566e26bc-ac37-4633-ba9e-7a5a4c1d0e50	HCM-BROD-0200-C71-85B-01R	1.97	'--	'--	RNA	R	'--	0.12	mirVana (Allprep DNA) RNA	Yes	0.38	5.0	UV Spec	released	'--
HCMI-CMDC	be408fe2-5f92-4593-9b1d-190a4d46f9f8	HCM-BROD-0200-C71	d98dce59-e798-49fc-b24d-043941274850	HCM-BROD-0200-C71-10A	b739e154-469c-4ff7-8f3d-da2165926cf3	HCM-BROD-0200-C71-10A-01	3b46569f-0cff-4bca-86c0-45c1eae63728	HCM-BROD-0200-C71-10A-01D	'--	'--	'--	DNA	D	'--	0.13	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	bea4ff97-4e53-434e-b260-81d6aa33106d	HCM-BROD-0043-C16	24e6de84-4360-467e-9980-a91c92f96b94	HCM-BROD-0043-C16-10B	ed9dd637-7b70-4274-9bfa-71aa4566e485	HCM-BROD-0043-C16-10B-01	ec38d401-d476-4bb3-a6d6-76e031b3a077	HCM-BROD-0043-C16-10B-01D	'--	'--	'--	DNA	D	'--	0.11	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	bea4ff97-4e53-434e-b260-81d6aa33106d	HCM-BROD-0043-C16	ca861bc5-e7b0-4c30-b644-97e17f670a9b	HCM-BROD-0043-C16-85B	210f0776-2297-5afa-bdb1-cd9855512e66	'--	411f7451-0f2f-4414-9c5b-f56ff8b229c6	HCM-BROD-0043-C16-85B-01D	'--	'--	'--	DNA	D	'--	0.05	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	bea4ff97-4e53-434e-b260-81d6aa33106d	HCM-BROD-0043-C16	ca861bc5-e7b0-4c30-b644-97e17f670a9b	HCM-BROD-0043-C16-85B	7c09f0c9-3f01-5278-b139-c681649547c6	'--	533d1366-55ce-4ccc-a299-c092851f6687	HCM-BROD-0043-C16-85B-01R	1.59	'--	'--	RNA	R	'--	0.08	mirVana (Allprep DNA) RNA	Yes	1.99	8.2	UV Spec	released	'--
HCMI-CMDC	bfe15f44-e1dd-46ed-b429-908822d0a781	HCM-CSHL-0056-C18	42994984-d406-4c83-9df4-7b461b118143	HCM-CSHL-0056-C18-01B	69c834c5-2c2c-4f4e-9e30-cc97364524a3	HCM-CSHL-0056-C18-01B-01	000ea5c6-4085-4dd0-b3c3-eb2b3253958e	HCM-CSHL-0056-C18-01B-01D	'--	'--	'--	DNA	D	'--	0.17	Allprep FFPE DNA	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	bfe15f44-e1dd-46ed-b429-908822d0a781	HCM-CSHL-0056-C18	42994984-d406-4c83-9df4-7b461b118143	HCM-CSHL-0056-C18-01B	69c834c5-2c2c-4f4e-9e30-cc97364524a3	HCM-CSHL-0056-C18-01B-01	e066e08d-782a-445c-8c4c-18e9302f3ba5	HCM-CSHL-0056-C18-01B-01R	1.86	'--	'--	RNA	R	'--	0.18	HighPure miRNA (Allprep DNA) FFPE RNA	Yes	0.0	2.5	UV Spec	released	'--
HCMI-CMDC	bfe15f44-e1dd-46ed-b429-908822d0a781	HCM-CSHL-0056-C18	62620c60-dec6-4277-922b-6a29b76a8894	HCM-CSHL-0056-C18-85B	f6ea5f7b-b234-5566-83c7-77a28260023c	'--	2d76a272-9692-42f6-92b0-f38e6b2fd8f3	HCM-CSHL-0056-C18-85B-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	bfe15f44-e1dd-46ed-b429-908822d0a781	HCM-CSHL-0056-C18	62620c60-dec6-4277-922b-6a29b76a8894	HCM-CSHL-0056-C18-85B	8bd86899-6dc1-5e8c-9994-1db0afa06dbb	'--	62cba590-dd07-4e51-aee1-217412fd7714	HCM-CSHL-0056-C18-85B-01R	2.13	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.5	9.3	UV Spec	released	'--
HCMI-CMDC	bfe15f44-e1dd-46ed-b429-908822d0a781	HCM-CSHL-0056-C18	962d443a-ebf1-4bf8-ad6c-dd864919aeae	HCM-CSHL-0056-C18-10A	545505db-4e64-463b-a013-2bab70044143	HCM-CSHL-0056-C18-10A-01	592e5bfa-c2c4-41b7-9f48-4e522b45efeb	HCM-CSHL-0056-C18-10A-01D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c297718c-1d40-439a-a5de-09c5eb5ccea9	HCM-BROD-0118-C16	6c6322b8-f4b3-4d2f-b048-bd10a43f1e7a	HCM-BROD-0118-C16-06A	361b491c-2f1b-4a57-a4b0-ef662489e686	HCM-BROD-0118-C16-06A-01	ff3bba70-e2c4-4260-ab01-844d4f59e1f6	HCM-BROD-0118-C16-06A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c297718c-1d40-439a-a5de-09c5eb5ccea9	HCM-BROD-0118-C16	a0f827c9-f255-4154-a69a-c40b6fc8f359	HCM-BROD-0118-C16-10B	47704e83-767f-4f51-9e18-ae61974c6afa	HCM-BROD-0118-C16-10B-01	889856f5-51a5-49f7-8c1d-95d4c7131e2e	HCM-BROD-0118-C16-10B-01D	'--	'--	'--	DNA	D	'--	0.09	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c297718c-1d40-439a-a5de-09c5eb5ccea9	HCM-BROD-0118-C16	a1f7dc04-a11c-43d0-b02f-dfb2d7b7912b	HCM-BROD-0118-C16-85A	2c2afbf1-fc13-5746-8177-61f999cc1e7a	'--	618bce10-26e1-4e03-9cf0-c2caf6cd239e	HCM-BROD-0118-C16-85A-01D	'--	'--	'--	DNA	D	'--	0.12	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c297718c-1d40-439a-a5de-09c5eb5ccea9	HCM-BROD-0118-C16	a1f7dc04-a11c-43d0-b02f-dfb2d7b7912b	HCM-BROD-0118-C16-85A	0a4b8045-75df-530d-9134-2c6d25553c1a	'--	7c34a4ae-b797-4b40-b000-db6bc6a28a1e	HCM-BROD-0118-C16-85A-01R	1.87	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	0.72	6.3	UV Spec	released	'--
HCMI-CMDC	c39349d1-2cde-48d8-8a20-4ec319edd0d7	HCM-SANG-0276-C18	05a7d61a-224d-425c-b7a5-b1a955ef0799	HCM-SANG-0276-C18-85A-01R-A80W-32	2f5efc6b-5958-5b1e-b009-324fd662edf3	'--	190832a5-8b0f-5785-bc3d-07bfb74f8361	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
HCMI-CMDC	c39349d1-2cde-48d8-8a20-4ec319edd0d7	HCM-SANG-0276-C18	84eb4dc0-d532-4b52-8efe-684dcb389107	HCM-SANG-0276-C18-85A	27aaccfa-86d0-5a67-b008-4a4d78900419	'--	27aa3cb0-b05c-4a49-91ea-036b23033b0f	HCM-SANG-0276-C18-85A-01R	1.76	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	2.09	8.6	UV Spec	released	'--
HCMI-CMDC	c39349d1-2cde-48d8-8a20-4ec319edd0d7	HCM-SANG-0276-C18	84eb4dc0-d532-4b52-8efe-684dcb389107	HCM-SANG-0276-C18-85A	5d5f681e-5329-553b-a2d2-01b7f8ecd941	'--	fb44e2f8-bdf3-4d32-b1c1-fb97f43b4e54	HCM-SANG-0276-C18-85A-01D	'--	'--	'--	DNA	D	'--	0.12	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c39349d1-2cde-48d8-8a20-4ec319edd0d7	HCM-SANG-0276-C18	c857f117-fcf8-42e7-bcd6-bfe1c5706d3d	HCM-SANG-0276-C18-10A-01D-A80T-32	f1e5abd0-213b-50e4-853f-7de5075c36a7	'--	9e84391e-2ae7-5584-b2b4-d33b2fb17aed	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
HCMI-CMDC	c39349d1-2cde-48d8-8a20-4ec319edd0d7	HCM-SANG-0276-C18	d6243d16-69db-4330-a794-f5eeed3f10cc	HCM-SANG-0276-C18-85A-01D-A80T-32	b092c9d3-0720-5a4d-a00e-7e5fe68f1dd5	'--	836f5353-d9bc-5fff-ae25-f1f50b896add	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
HCMI-CMDC	c39349d1-2cde-48d8-8a20-4ec319edd0d7	HCM-SANG-0276-C18	f03ea231-e11e-4027-8cc5-970d788495eb	HCM-SANG-0276-C18-10A	5ca68bc9-8348-4676-abe7-e494862d72cd	HCM-SANG-0276-C18-10A-01	0962d321-49d7-446b-ad7c-371186f37e36	HCM-SANG-0276-C18-10A-01D	'--	'--	'--	DNA	D	'--	0.17	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c4025241-d423-4daa-b0fc-b27873d4e314	HCM-CSHL-0434-C24	3d5254b2-1ce8-4952-8ae6-c2a1e1d109d7	HCM-CSHL-0434-C24-85A	b0c7d126-04fe-55bd-ab09-53c43579b701	'--	6ef5a3fe-815f-4520-80fb-abf688ebd9ed	HCM-CSHL-0434-C24-85A-01D	'--	'--	'--	DNA	D	'--	0.11	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c4025241-d423-4daa-b0fc-b27873d4e314	HCM-CSHL-0434-C24	3d5254b2-1ce8-4952-8ae6-c2a1e1d109d7	HCM-CSHL-0434-C24-85A	ed60b966-14c0-5581-aa0a-d4122f6eb3ac	'--	957f3d12-b0f0-440f-a6ae-26410f7fb713	HCM-CSHL-0434-C24-85A-01R	1.82	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	0.96	7.4	UV Spec	released	'--
HCMI-CMDC	c4025241-d423-4daa-b0fc-b27873d4e314	HCM-CSHL-0434-C24	464a2a59-b0c4-432a-9ecc-4421aa4f56ce	HCM-CSHL-0434-C24-06A	26215fe5-e0e1-41c4-a3fc-8ef7dfd8b5ab	HCM-CSHL-0434-C24-06A-11	0ff88cee-a77e-4b42-915e-ce573e544316	HCM-CSHL-0434-C24-06A-11R	1.78	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.14	6.8	UV Spec	released	'--
HCMI-CMDC	c4025241-d423-4daa-b0fc-b27873d4e314	HCM-CSHL-0434-C24	464a2a59-b0c4-432a-9ecc-4421aa4f56ce	HCM-CSHL-0434-C24-06A	26215fe5-e0e1-41c4-a3fc-8ef7dfd8b5ab	HCM-CSHL-0434-C24-06A-11	b7895625-ed67-42d5-b2a1-4a4ddfbef753	HCM-CSHL-0434-C24-06A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c4025241-d423-4daa-b0fc-b27873d4e314	HCM-CSHL-0434-C24	52644de1-34cc-47f9-8f9d-1c8bb9e2c4e5	HCM-CSHL-0434-C24-10A	db8d100e-1e5c-4589-a031-d60567ad77ea	HCM-CSHL-0434-C24-10A-01	5e1d43ce-e647-4598-9ec2-1ba4e488422d	HCM-CSHL-0434-C24-10A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c4025241-d423-4daa-b0fc-b27873d4e314	HCM-CSHL-0434-C24	5cdd2599-7143-4828-ad8c-9cae9725c330	HCM-CSHL-0434-C24-01A	d73354f8-8777-4d89-b81f-ea5dff408b08	HCM-CSHL-0434-C24-01A-11	34934317-3604-4f11-913d-28b6a676e7fa	HCM-CSHL-0434-C24-01A-11R	1.76	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.0	6.8	UV Spec	released	'--
HCMI-CMDC	c4025241-d423-4daa-b0fc-b27873d4e314	HCM-CSHL-0434-C24	5cdd2599-7143-4828-ad8c-9cae9725c330	HCM-CSHL-0434-C24-01A	d73354f8-8777-4d89-b81f-ea5dff408b08	HCM-CSHL-0434-C24-01A-11	fc3e0f96-a145-429a-881e-1b2bc60174ce	HCM-CSHL-0434-C24-01A-11D	'--	'--	'--	DNA	D	'--	0.07	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c4025241-d423-4daa-b0fc-b27873d4e314	HCM-CSHL-0434-C24	8e3ab9cd-bed4-49fc-bab1-4cd08b3f3bdb	HCM-CSHL-0434-C24-85M	02f41d80-8e10-5175-afaf-f3685e3502dd	'--	20e7997c-13c8-4af6-bada-09eaec612dcf	HCM-CSHL-0434-C24-85M-01D	'--	'--	'--	DNA	D	'--	0.1	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c4025241-d423-4daa-b0fc-b27873d4e314	HCM-CSHL-0434-C24	8e3ab9cd-bed4-49fc-bab1-4cd08b3f3bdb	HCM-CSHL-0434-C24-85M	c4430ae8-1b90-50fe-8604-96e7c1eab09e	'--	d9ccf983-4dcc-4ec7-9b47-4e5bd745b9ed	HCM-CSHL-0434-C24-85M-01R	1.77	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	0.88	5.9	UV Spec	released	'--
HCMI-CMDC	c446e9cd-f5cc-4daa-b573-b261d7ea8f42	HCM-CSHL-0237-C18	066cdd35-8a32-42a4-8888-8c597a55be41	HCM-CSHL-0237-C18-85A	9b4a1ff3-8ad1-5da9-a3e2-3d08cd2e3f91	'--	04721927-3336-413d-ab38-787b12c40feb	HCM-CSHL-0237-C18-85A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c446e9cd-f5cc-4daa-b573-b261d7ea8f42	HCM-CSHL-0237-C18	066cdd35-8a32-42a4-8888-8c597a55be41	HCM-CSHL-0237-C18-85A	b213bdbd-85f3-5072-914c-da73db8202f4	'--	08b129fc-8ea1-47b9-b946-9496533ca426	HCM-CSHL-0237-C18-85A-01R	2.22	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.89	8.6	UV Spec	released	'--
HCMI-CMDC	c446e9cd-f5cc-4daa-b573-b261d7ea8f42	HCM-CSHL-0237-C18	06c14f14-ced9-461e-9ae0-adcaf82dd927	HCM-CSHL-0237-C18-10A	cb09000b-43b7-4946-a0e4-a5bd5f61659e	HCM-CSHL-0237-C18-10A-01	828a291d-21fc-4d12-9cb5-4736da20f680	HCM-CSHL-0237-C18-10A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c446e9cd-f5cc-4daa-b573-b261d7ea8f42	HCM-CSHL-0237-C18	54eb924b-d15c-425a-ad3c-33344f577dd6	HCM-CSHL-0237-C18-01B	3fd1fb83-f338-46ae-a278-ceed71ac0b5d	HCM-CSHL-0237-C18-01B-01	08f8ac74-20fc-4df2-a9c2-a9cb71f227e3	HCM-CSHL-0237-C18-01B-01R	1.63	'--	'--	RNA	R	'--	0.18	HighPure miRNA (Allprep DNA) FFPE RNA	Yes	0.0	2.8	UV Spec	released	'--
HCMI-CMDC	c446e9cd-f5cc-4daa-b573-b261d7ea8f42	HCM-CSHL-0237-C18	54eb924b-d15c-425a-ad3c-33344f577dd6	HCM-CSHL-0237-C18-01B	3fd1fb83-f338-46ae-a278-ceed71ac0b5d	HCM-CSHL-0237-C18-01B-01	c5e43bfc-1010-4134-9a9d-52148b20863b	HCM-CSHL-0237-C18-01B-01D	'--	'--	'--	DNA	D	'--	0.17	Allprep FFPE DNA	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c5e8675b-6d0b-485c-9dd7-8bfb59b5c44a	HCM-CSHL-0082-C25	51d93366-1f8e-4d72-8bae-1cc8cd04776e	HCM-CSHL-0082-C25-10A	b117dce1-7d2d-48c3-9187-4bcc2fc62ecb	HCM-CSHL-0082-C25-10A-01	604e91f3-84e6-4288-8cfb-16232e6b1f3f	HCM-CSHL-0082-C25-10A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c5e8675b-6d0b-485c-9dd7-8bfb59b5c44a	HCM-CSHL-0082-C25	a32ee0d7-ca0f-43b1-a0ce-9bf200f8ee77	HCM-CSHL-0082-C25-85A	70df0fae-b302-5503-a594-e0946a60e161	'--	4964c52d-4304-46e0-9a7d-e167564caa3b	HCM-CSHL-0082-C25-85A-01R	2.0	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	0.98	7.5	UV Spec	released	'--
HCMI-CMDC	c5e8675b-6d0b-485c-9dd7-8bfb59b5c44a	HCM-CSHL-0082-C25	a32ee0d7-ca0f-43b1-a0ce-9bf200f8ee77	HCM-CSHL-0082-C25-85A	4372eca2-0dd6-5bfe-8b81-da2cec732196	'--	b32524ad-9f19-4a5f-85d8-5d3af9852b16	HCM-CSHL-0082-C25-85A-01D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c5e8675b-6d0b-485c-9dd7-8bfb59b5c44a	HCM-CSHL-0082-C25	d937ced7-2513-4872-965d-e6044e3ca2e6	HCM-CSHL-0082-C25-01A	c4474d3e-71b6-44e2-8756-9aeba51873f8	HCM-CSHL-0082-C25-01A-11	077c9b62-a435-4be1-8e34-90e72c1c4267	HCM-CSHL-0082-C25-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c5e8675b-6d0b-485c-9dd7-8bfb59b5c44a	HCM-CSHL-0082-C25	d937ced7-2513-4872-965d-e6044e3ca2e6	HCM-CSHL-0082-C25-01A	c4474d3e-71b6-44e2-8756-9aeba51873f8	HCM-CSHL-0082-C25-01A-11	ac91aad2-bb69-4542-a87a-acd0cea37891	HCM-CSHL-0082-C25-01A-11R	1.83	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.5	6.6	UV Spec	released	'--
HCMI-CMDC	c5e9a845-e0ff-4612-aa8e-c310098503a7	HCM-CSHL-0089-C25	1c4d60e2-90e8-4ebe-a0ef-a3c7165b9f6a	HCM-CSHL-0089-C25-85A	0f20d46a-29e9-5af2-a29b-41b9e7ff3c41	'--	1f027a0f-f514-4ef2-9c1d-b6ebbbe23cd3	HCM-CSHL-0089-C25-85A-01R	2.0	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.62	9.5	UV Spec	released	'--
HCMI-CMDC	c5e9a845-e0ff-4612-aa8e-c310098503a7	HCM-CSHL-0089-C25	1c4d60e2-90e8-4ebe-a0ef-a3c7165b9f6a	HCM-CSHL-0089-C25-85A	6839be49-64ba-565e-90a1-d9c6792aa14b	'--	d80756b1-6701-40f2-ab27-b3ad07c6a584	HCM-CSHL-0089-C25-85A-01D	'--	'--	'--	DNA	D	'--	0.09	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c5e9a845-e0ff-4612-aa8e-c310098503a7	HCM-CSHL-0089-C25	647d6699-1b7a-4611-9ce6-2ef80097cea7	HCM-CSHL-0089-C25-10A	2dc9dcb9-2b74-494c-bdc5-fb4795c1707b	HCM-CSHL-0089-C25-10A-01	b90ae928-9527-4ef9-b34c-b3238e53b89b	HCM-CSHL-0089-C25-10A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c5e9a845-e0ff-4612-aa8e-c310098503a7	HCM-CSHL-0089-C25	b5cdb68c-7669-458f-9348-24d67cb61053	HCM-CSHL-0089-C25-06A	98e95d32-8c52-47f0-a40a-e27386addc94	HCM-CSHL-0089-C25-06A-11	474baa9b-338c-4e16-ae1e-0f79bebdc366	HCM-CSHL-0089-C25-06A-11R	1.73	'--	'--	RNA	R	'--	0.09	mirVana (Allprep DNA) RNA	Yes	0.93	7.1	UV Spec	released	'--
HCMI-CMDC	c5e9a845-e0ff-4612-aa8e-c310098503a7	HCM-CSHL-0089-C25	b5cdb68c-7669-458f-9348-24d67cb61053	HCM-CSHL-0089-C25-06A	98e95d32-8c52-47f0-a40a-e27386addc94	HCM-CSHL-0089-C25-06A-11	874ea2fb-0580-40ea-aa64-2ef8d9322d3f	HCM-CSHL-0089-C25-06A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c5e9a845-e0ff-4612-aa8e-c310098503a7	HCM-CSHL-0089-C25	e093d622-5902-4101-8722-29765b73c669	HCM-CSHL-0089-C25-85M	38b1ef93-47bc-5acb-b6ac-3e53867c0683	'--	2a088eb1-44be-4431-a847-fd3e54ed03bc	HCM-CSHL-0089-C25-85M-01R	1.83	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	0.65	6.4	UV Spec	released	'--
HCMI-CMDC	c5e9a845-e0ff-4612-aa8e-c310098503a7	HCM-CSHL-0089-C25	e093d622-5902-4101-8722-29765b73c669	HCM-CSHL-0089-C25-85M	d1465dbc-56f4-5795-8ea5-4a5202d2c242	'--	9f002a5a-1c24-411e-b2d3-96f0036539da	HCM-CSHL-0089-C25-85M-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c5e9a845-e0ff-4612-aa8e-c310098503a7	HCM-CSHL-0089-C25	f6649339-29e0-4230-9e44-fdcf2d763730	HCM-CSHL-0089-C25-01A	714d67ec-90e1-4b17-9cd7-1f2f8cafdd93	HCM-CSHL-0089-C25-01A-11	7b69eb6b-9c59-4c9c-aaa5-220cd68cf997	HCM-CSHL-0089-C25-01A-11R	1.8	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.0	6.0	UV Spec	released	'--
HCMI-CMDC	c5e9a845-e0ff-4612-aa8e-c310098503a7	HCM-CSHL-0089-C25	f6649339-29e0-4230-9e44-fdcf2d763730	HCM-CSHL-0089-C25-01A	714d67ec-90e1-4b17-9cd7-1f2f8cafdd93	HCM-CSHL-0089-C25-01A-11	e52f6e2a-054c-4588-aac1-548b248cb372	HCM-CSHL-0089-C25-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c7343e5c-95ef-492b-a53d-44ccc9b7d6ee	HCM-SANG-0307-C15	18128506-a15f-49a7-885d-43116a18a727	HCM-SANG-0307-C15-01B	f2ddd83e-10ef-40bb-8c78-62065190be39	HCM-SANG-0307-C15-01B-01	d39b82f1-4ed7-4abc-be7f-dfcb4028f311	HCM-SANG-0307-C15-01B-01D	'--	'--	'--	DNA	D	'--	0.1	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	c7343e5c-95ef-492b-a53d-44ccc9b7d6ee	HCM-SANG-0307-C15	28af42f0-0973-48dd-93c6-5c8d85ad280e	HCM-SANG-0307-C15-10A-01D-A80T-32	3d2dc433-7a0c-5779-a225-4790d13dc3ba	'--	1ca6a42d-19d2-50c3-a7dd-e6d0e86c211f	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
