,sample_id,inhibitor,auc
22015,17-00634,AZD1152-HQPA (AZD2811),249.688706682557
22016,17-00634,AZD1480,232.414926083501
22017,17-00634,Afatinib (BIBW-2992),138.152889154881
22018,17-00634,Alisertib (MLN8237),212.317006102326
22019,17-00634,Arsenic Trioxide,283.845325235896
22020,17-00634,Artemisinin,209.449342683228
22021,17-00634,Axitinib (AG-013736),236.583909476506
22022,17-00634,Azacytidine,252.988109865629
22023,17-00634,BEZ235,91.2980409698132
22024,17-00634,BMS-345541,174.421679680323
22025,17-00634,Bay 11-7085,268.206109013324
22026,17-00634,Bortezomib (Velcade),109.631323480783
22027,17-00634,Bosutinib (SKI-606),217.364729933455
22028,17-00634,CHIR-99021,247.407856512435
22029,17-00634,CI-1040 (PD184352),141.897478142771
22030,17-00634,CYT387,168.300964212812
22031,17-00634,Cabozantinib,152.904692114988
22032,17-00634,Cabozantinib - Ruxolitinib,49.2140744887064
22033,17-00634,Canertinib (CI-1033),225.747078241012
22034,17-00634,Cediranib (AZD2171),264.445544048571
22037,17-00634,Cytarabine,211.248222259986
22038,17-00634,Cytarabine - Nutlin 3a,61.4841925506638
22039,17-00634,DBZ,247.817243140596
22040,17-00634,Dasatinib,88.4214870845089
22041,17-00634,Dasatinib - Venetoclax,14.2379232175109
22042,17-00634,Doramapimod (BIRB 796),175.455798076186
22043,17-00634,Doramapimod - JQ1,212.101196271632
22044,17-00634,Doramapimod - Palbociclib,81.4556594850147
22045,17-00634,Doramapimod - Panobinostat,116.350503267526
22046,17-00634,Doramapimod - Venetoclax,53.1918783303296
22047,17-00634,Dovitinib (CHIR-258),161.817567697502
22048,17-00634,Elesclomol,36.6911585273215
22049,17-00634,Entospletinib (GS-9973),185.688362727158
22050,17-00634,Entrectinib,204.792138735345
22052,17-00634,Flavopiridol,93.1229666901677
22053,17-00634,Foretinib (XL880),91.9093249818231
22054,17-00634,GDC-0879,286.327943276273
22055,17-00634,GDC-0941,126.469498051618
22056,17-00634,GSK-1838705A,225.153626836277
22057,17-00634,GSK-1904529A,263.272389208027
22058,17-00634,GSK690693,252.542536845777
22060,17-00634,Gefitinib,272.86036086586
22061,17-00634,Gilteritinib,72.7291199452525
22062,17-00634,H-89,218.939799650958
22063,17-00634,INK-128,81.0008517022363
22064,17-00634,Ibrutinib (PCI-32765),222.861572441893
22065,17-00634,Ibrutinib - Quizartinib,33.5798800004838
22067,17-00634,Idelalisib - JQ1,229.596436347769
22068,17-00634,Idelalisib - Palbociclib,25.8243280539767
22069,17-00634,Idelalisib - Panobinostat,127.958774470197
22070,17-00634,Idelalisib - Ruxolitinib,31.111172597011
22071,17-00634,Idelalisib - Trametinib,6.57398976964489
22072,17-00634,Imatinib,215.834979490454
22073,17-00634,Indisulam,240.944108877163
22074,17-00634,JAK Inhibitor I,176.935761950893
22075,17-00634,JNJ-38877605,216.853458922665
22076,17-00634,JNJ-7706621,197.787583296259
22077,17-00634,JQ1,164.868474485064
22078,17-00634,JQ1 - Palbociclib,60.1213046572016
22079,17-00634,JQ1 - Panobinostat,78.2727816989158
22080,17-00634,KI20227,115.540307316885
22081,17-00634,KU-55933,200.509849277102
22082,17-00634,KW-2449,260.037669270908
22083,17-00634,LY-333531,266.674798966186
22085,17-00634,Lenalidomide,254.530414733082
22086,17-00634,Lenvatinib,174.733861674684
22087,17-00634,Linifanib (ABT-869),173.188403354224
22088,17-00634,MGCD-265,141.285348127541
22089,17-00634,MK-2206,116.812565085981
22090,17-00634,MLN120B,249.737879156
22091,17-00634,MLN8054,262.809324230217
22092,17-00634,Masitinib (AB-1010),221.512189723085
22093,17-00634,Midostaurin,196.484205472401
22094,17-00634,Motesanib (AMG-706),177.627364682345
22095,17-00634,NF-kB Activation Inhibitor,206.551554616636
22096,17-00634,NVP-ADW742,204.981810530638
22097,17-00634,NVP-TAE684,253.055780017787
22098,17-00634,Neratinib (HKI-272),249.971680199691
22100,17-00634,Nutlin 3a,275.382233902601
22101,17-00634,OTX-015,116.362670601183
22102,17-00634,Olaparib,269.924604506391
22103,17-00634,PD173955,177.648850102944
22104,17-00634,PHA-665752,250.701411756102
22105,17-00634,PHT-427,258.56681802144
22106,17-00634,PP242,104.154138656381
22107,17-00634,PRT062607,216.477148627117
22108,17-00634,Palbociclib,268.791392081396
22109,17-00634,Panobinostat,53.2576882174618
22110,17-00634,Panobinostat - Palbociclib,195.125407735806
22111,17-00634,Pazopanib (GW786034),195.30827121047
22112,17-00634,Pelitinib (EKB-569),176.712810240224
22115,17-00634,Quizartinib - JQ1,211.370459682261
22116,17-00634,Quizartinib - Panobinostat,187.174868740355
22117,17-00634,Quizartinib - Trametinib,123.882271019121
22118,17-00634,Quizartinib - Venetoclax,63.1583394208291
22119,17-00634,RAF265 (CHIR-265),210.08574688621
22121,17-00634,Regorafenib (BAY 73-4506),164.381710799498
22122,17-00634,Roscovitine (CYC-202),233.679322284519
22123,17-00634,Ruxolitinib (INCB018424),230.788273384088
22124,17-00634,Ruxolitinib - JQ1,23.6552576841888
22125,17-00634,Ruxolitinib - Palbociclib,9.70907541069276
22126,17-00634,Ruxolitinib - Panobinostat,80.460737652192
22127,17-00634,Ruxolitinib - Venetoclax,31.4695317828525
22128,17-00634,S31-201,242.642434580015
22129,17-00634,SB-431542,283.881999811798
22130,17-00634,SGX-523,281.643127072012
22131,17-00634,SNS-032 (BMS-387032),59.3803328741185
22132,17-00634,SR9011,284.049669266178
22133,17-00634,STO609,208.02651643137
22134,17-00634,SU11274,234.47495152589
22135,17-00634,Saracatinib (AZD0530),203.618789006803
22136,17-00634,Selinexor,98.0330551877883
22137,17-00634,Selumetinib (AZD6244),203.479420827458
22139,17-00634,Sorafenib - JQ1,73.7813767416747
22140,17-00634,Sorafenib - Palbociclib,285.11772742745
22141,17-00634,Sorafenib - Panobinostat,104.460993378424
22142,17-00634,Sorafenib - Venetoclax,26.6379450304073
22144,17-00634,TG100-115,266.791731965889
22145,17-00634,Tivozanib (AV-951),112.892357158644
22146,17-00634,Tofacitinib (CP-690550),177.271137443923
22147,17-00634,Tozasertib (VX-680),198.560683601687
22148,17-00634,Trametinib (GSK1120212),63.8373826987067
22149,17-00634,Trametinib - JQ1,146.132921190821
22150,17-00634,Trametinib - Palbociclib,38.0555402886451
22151,17-00634,Trametinib - Panobinostat,165.70332699663
22152,17-00634,Trametinib - Venetoclax,207.745792687857
22153,17-00634,VX-745,180.699824625811
22154,17-00634,Vandetanib (ZD6474),262.470547348011
22155,17-00634,Vargetef,118.103402213732
22156,17-00634,Vatalanib (PTK787),241.858386365664
22157,17-00634,Vemurafenib (PLX-4032),279.587409114641
22158,17-00634,Venetoclax,251.490493895827
22159,17-00634,Venetoclax - Artemisinin,257.799731993023
22160,17-00634,Venetoclax - Ibrutinib,239.096438161222
22161,17-00634,Venetoclax - JQ1,31.3234020294344
22162,17-00634,Venetoclax - Palbociclib,15.6554666782036
22163,17-00634,Venetoclax - Panobinostat,35.4576298010579
22164,17-00634,Vismodegib (GDC-0449),220.639807433298
22165,17-00634,Volasertib (BI-6727),160.739504399016
22166,17-00634,XAV-939,132.583258828884
22167,17-00634,YM-155,229.275598162244
22168,17-00641,17-AAG (Tanespimycin),136.72185934545
22169,17-00641,A-674563,77.8680301850089
22170,17-00641,AGI-5198,201.306784768532
22171,17-00641,AGI-6780,218.48493358746
22172,17-00641,AT7519,187.723154063337
22173,17-00641,AZD1152-HQPA (AZD2811),162.978037255776
22174,17-00641,AZD1480,180.199401645108
22175,17-00641,Afatinib (BIBW-2992),150.248867629066
22176,17-00641,Alisertib (MLN8237),227.164225794121
22177,17-00641,Alisertib - Crizotinib,125.763895812295
22178,17-00641,Arsenic Trioxide,286.207416672738
22179,17-00641,Artemisinin,286.199966847909
22180,17-00641,Axitinib (AG-013736),176.635090443983
22181,17-00641,Azacytidine,250.163227688776
22182,17-00641,BEZ235,45.9854270612802
22183,17-00641,BMS-345541,245.634569104116
22184,17-00641,Bay 11-7085,239.23398030223
22185,17-00641,Bortezomib (Velcade),142.049888638751
22186,17-00641,Bosutinib (SKI-606),171.846764500054
22187,17-00641,CHIR-99021,286.089768125265
22188,17-00641,CI-1040 (PD184352),221.89568293261
22189,17-00641,CYT387,127.496602985239
22190,17-00641,Cabozantinib,31.7017965117666
22191,17-00641,Canertinib (CI-1033),146.017398147708
22192,17-00641,Cediranib (AZD2171),268.131714488497
22193,17-00641,Crenolanib,62.7977137910536
22195,17-00641,Cytarabine,123.460543801482
22196,17-00641,Cytarabine - Nutlin 3a,83.5353351144065
22197,17-00641,Dasatinib,113.547370595812
22198,17-00641,Dasatinib - Venetoclax,21.2268864276679
22199,17-00641,Doramapimod (BIRB 796),237.540397758075
22200,17-00641,Doramapimod - JQ1,215.77630511678
22201,17-00641,Doramapimod - Palbociclib,36.9723534819852
22202,17-00641,Doramapimod - Panobinostat,109.117984912714
22203,17-00641,Doramapimod - Venetoclax,130.913100895474
22204,17-00641,Dovitinib (CHIR-258),24.3562897567424
22205,17-00641,Elesclomol,25.4873862586491
22206,17-00641,Entospletinib (GS-9973),102.497118629859
22207,17-00641,Entrectinib,99.3488455826059
22208,17-00641,Erlotinib,193.672222162907
22209,17-00641,Flavopiridol,90.2151886099366
22210,17-00641,Foretinib (XL880),15.6766909857979
22211,17-00641,GDC-0879,252.365047021976
22212,17-00641,GDC-0941,107.071625540843
22213,17-00641,GSK-1838705A,201.657593960553
22214,17-00641,GSK-1904529A,265.132170469692
22215,17-00641,GSK690693,141.711914274132
22216,17-00641,GW-2580,232.280392811143
22217,17-00641,Gefitinib,199.666296579508
22218,17-00641,Gilteritinib,20.8618288965485
22219,17-00641,H-89,199.009915243342
22220,17-00641,INK-128,63.8685692279804
22221,17-00641,Ibrutinib (PCI-32765),122.704924107296
22222,17-00641,Ibrutinib - Quizartinib,100.38321097125
22223,17-00641,Idelalisib,219.7761866657
22224,17-00641,Idelalisib - JQ1,102.114901719112
22225,17-00641,Idelalisib - Palbociclib,71.8455140926817
22226,17-00641,Idelalisib - Panobinostat,112.648771619852
22227,17-00641,Idelalisib - Ruxolitinib,33.2105987075135
22228,17-00641,Idelalisib - Trametinib,16.2423015150828
22229,17-00641,Idelalisib - Venetoclax,128.285710591753
22230,17-00641,Imatinib,219.555575607262
22231,17-00641,Indisulam,144.867481418171
22232,17-00641,JAK Inhibitor I,153.36852598618
22233,17-00641,JNJ-38877605,217.327782455084
22234,17-00641,JNJ-7706621,230.657365223921
22235,17-00641,JQ1,210.915105478094
22236,17-00641,JQ1 - Palbociclib,65.4863131402083
22237,17-00641,JQ1 - Panobinostat,145.454943119059
22238,17-00641,KI20227,165.754818776936
22239,17-00641,KU-55933,250.527343054753
22240,17-00641,KW-2449,30.8143905332888
22241,17-00641,LY-333531,157.595868731288
22242,17-00641,Lapatinib,214.181747483209
22243,17-00641,Lenalidomide,254.220120487137
22244,17-00641,Lenvatinib,137.890570560646
22245,17-00641,Linifanib (ABT-869),65.9095338621114
22246,17-00641,MGCD-265,61.1091927861164
22247,17-00641,MK-2206,174.768348468961
22248,17-00641,MLN120B,281.405105836103
22249,17-00641,MLN8054,264.991392839562
22250,17-00641,Masitinib (AB-1010),206.319969946736
22251,17-00641,Midostaurin,50.064862276282
22252,17-00641,Motesanib (AMG-706),185.381738268023
22253,17-00641,NF-kB Activation Inhibitor,87.3876233147012
22254,17-00641,NVP-ADW742,156.482381761453
22255,17-00641,NVP-TAE684,55.0792963315744
22256,17-00641,Neratinib (HKI-272),48.4144656495347
22258,17-00641,Nutlin 3a,216.667579680565
22259,17-00641,OTX-015,192.999358368787
22260,17-00641,Olaparib,286.327943276273
22261,17-00641,PD173955,99.0930892170523
22262,17-00641,PHA-665752,129.579750306887
22263,17-00641,PHT-427,282.822668119345
22264,17-00641,PI-103,131.611206134147
22265,17-00641,PP242,133.054864524642
22266,17-00641,PRT062607,155.857555700939
22267,17-00641,Palbociclib,112.39394789514
22268,17-00641,Panobinostat,65.1463979441273
22269,17-00641,Pazopanib (GW786034),165.368439732617
22270,17-00641,Pelitinib (EKB-569),91.0801184652932
22271,17-00641,Ponatinib (AP24534),35.189698620333
22272,17-00641,Quizartinib (AC220),17.5225505181258
22273,17-00641,Quizartinib - JQ1,257.100841185579
22274,17-00641,Quizartinib - Palbociclib,100.657522981738
22275,17-00641,Quizartinib - Panobinostat,253.331824883903
22276,17-00641,Quizartinib - Trametinib,217.399708418593
22277,17-00641,Quizartinib - Venetoclax,127.878451421327
22278,17-00641,RAF265 (CHIR-265),105.429192536051
22279,17-00641,Rapamycin,227.244970334654
22280,17-00641,Regorafenib (BAY 73-4506),109.408502516167
22281,17-00641,Roscovitine (CYC-202),244.78385418333
22282,17-00641,Ruxolitinib (INCB018424),199.512315013524
22283,17-00641,Ruxolitinib - JQ1,67.2210735142995
22284,17-00641,Ruxolitinib - Palbociclib,16.2350719608473
22285,17-00641,Ruxolitinib - Panobinostat,76.7199627376976
22286,17-00641,Ruxolitinib - Venetoclax,63.9079999524013
22287,17-00641,S31-201,256.896747915246
22288,17-00641,SB-431542,277.340042995689
22289,17-00641,SGX-523,193.160328293727
22290,17-00641,SNS-032 (BMS-387032),128.014916993758
22291,17-00641,SR9011,234.567727071674
22292,17-00641,STO609,274.481784347644
22293,17-00641,SU11274,131.63794584176
22294,17-00641,Saracatinib (AZD0530),177.00194903612
22295,17-00641,Selinexor,38.9097790369667
22296,17-00641,Selumetinib (AZD6244),224.105742081811
22297,17-00641,Sorafenib,38.2258738254897
22298,17-00641,Sorafenib - Entospletinib (GS-9973),190.505211368537
22299,17-00641,Sorafenib - JQ1,117.4216833537
22300,17-00641,Sorafenib - Palbociclib,262.515325062591
22301,17-00641,Sorafenib - Panobinostat,149.566486973144
22302,17-00641,Sorafenib - Venetoclax,45.088701457628
22303,17-00641,Sunitinib,97.6668525853949
22304,17-00641,TG100-115,264.812508159937
22305,17-00641,Tivozanib (AV-951),134.961418559126
22306,17-00641,Tofacitinib (CP-690550),262.408910589564
22307,17-00641,Tozasertib (VX-680),146.249241022995
22308,17-00641,Trametinib (GSK1120212),117.57114386681
22309,17-00641,Trametinib - JQ1,126.046597211387
22310,17-00641,Trametinib - Palbociclib,19.5153522820088
22311,17-00641,Trametinib - Panobinostat,160.231681295307
22312,17-00641,Trametinib - Venetoclax,169.821213743218
22313,17-00641,VX-745,240.387229995915
22314,17-00641,Vandetanib (ZD6474),155.818797213276
22315,17-00641,Vandetanib - Vemurafenib,187.374413872307
22316,17-00641,Vargetef,105.439609223065
22317,17-00641,Vatalanib (PTK787),242.348068888779
22318,17-00641,Vemurafenib (PLX-4032),265.523058311292
22319,17-00641,Venetoclax,0.919183176758087
22320,17-00641,Venetoclax - Artemisinin,0.553866395724622
22321,17-00641,Venetoclax - Ibrutinib,0.624298892202405
22322,17-00641,Venetoclax - JQ1,39.6804678048606
22323,17-00641,Venetoclax - Palbociclib,17.0088093931147
22324,17-00641,Venetoclax - Panobinostat,26.6069324823248
22325,17-00641,Vismodegib (GDC-0449),276.05458370014
22326,17-00641,Volasertib (BI-6727),183.755040254549
22327,17-00641,XAV-939,200.47923449394
22328,17-00641,YM-155,237.627920227518
22329,17-00649,17-AAG (Tanespimycin),93.89554375001995
22330,17-00649,AGI-5198,262.750607701325
22331,17-00649,AGI-6780,253.9746320899195
22332,17-00649,AZD1480,221.682924704321
22333,17-00649,Afatinib (BIBW-2992),198.4482908722625
22334,17-00649,Alisertib (MLN8237),219.7978122688155
22335,17-00649,Alisertib - Crizotinib,30.9769731515853
22336,17-00649,Arsenic Trioxide,281.563923762829
22337,17-00649,Artemisinin,281.7118395085115
22338,17-00649,Axitinib (AG-013736),148.50234799587548
22339,17-00649,Azacytidine,217.111603681831
22340,17-00649,BEZ235,74.5286177891751
22341,17-00649,BMS-345541,263.6179573657495
22342,17-00649,Bay 11-7085,275.136832808802
22343,17-00649,Bortezomib (Velcade),157.43973381994
22344,17-00649,CHIR-99021,273.0704059058065
22345,17-00649,CI-1040 (PD184352),162.49320586585299
22346,17-00649,CYT387,183.6262529682625
22347,17-00649,Cabozantinib,139.610945901991
22348,17-00649,Cabozantinib - Ruxolitinib,68.5030452465618
22349,17-00649,Canertinib (CI-1033),247.396264152998
22350,17-00649,Cediranib (AZD2171),209.5171703098955
22351,17-00649,Crenolanib,206.67520523284026
22352,17-00649,Crizotinib (PF-2341066),169.230488353212
22353,17-00649,Cytarabine,147.525063562441
22354,17-00649,Cytarabine - Nutlin 3a,20.4332594222769
22355,17-00649,Dasatinib,72.5359568458576
22356,17-00649,Dasatinib - Venetoclax,5.3742387776335
22357,17-00649,Doramapimod - JQ1,8.08597032154062e-09
22358,17-00649,Doramapimod - Palbociclib,81.6131501863804
22359,17-00649,Doramapimod - Panobinostat,143.537095328135
22360,17-00649,Doramapimod - Venetoclax,102.865690204019
22361,17-00649,Dovitinib (CHIR-258),167.055237519689
22362,17-00649,Elesclomol,16.80572780006421
22363,17-00649,Entospletinib (GS-9973),193.38294070506203
22364,17-00649,Entrectinib,198.48721179390049
22365,17-00649,Erlotinib,227.333089505537
22366,17-00649,Flavopiridol,121.966009683537
22367,17-00649,GDC-0879,286.2707972667505
22368,17-00649,GDC-0941,119.75073302416823
22369,17-00649,GSK-1838705A,201.460661404417
22370,17-00649,GSK-1904529A,243.924322632636
22371,17-00649,GSK690693,238.37736822060452
22372,17-00649,GW-2580,154.6734190948845
22373,17-00649,Gilteritinib,144.0527044592685
22374,17-00649,H-89,202.0950811622645
22375,17-00649,INK-128,76.713593628618
22376,17-00649,Ibrutinib (PCI-32765),176.69260864220098
22377,17-00649,Ibrutinib - Quizartinib,51.9887187053519
22378,17-00649,Idelalisib - JQ1,8.08597032154062e-09
22379,17-00649,Idelalisib - Palbociclib,39.3634590826108
22380,17-00649,Idelalisib - Panobinostat,100.633253910704
22381,17-00649,Idelalisib - Quizartinib,158.790357696867
22382,17-00649,Idelalisib - Ruxolitinib,6.0365755303356
22383,17-00649,Idelalisib - Trametinib,8.08597032154062e-09
22384,17-00649,Idelalisib - Venetoclax,89.7342826589891
22385,17-00649,JAK Inhibitor I,205.85655332627948
22386,17-00649,JNJ-38877605,239.22970857467652
22387,17-00649,JNJ-7706621,236.82462901472098
22388,17-00649,JQ1 - Palbociclib,7.50856547263239
22389,17-00649,JQ1 - Panobinostat,107.999316372546
22390,17-00649,LY-333531,231.5349996184225
22391,17-00649,Lenalidomide,246.243236526482
22392,17-00649,Linifanib (ABT-869),139.264399243572
22393,17-00649,MGCD-265,174.775276343971
22394,17-00649,MLN8054,274.670542195352
22395,17-00649,Masitinib (AB-1010),168.6975310910235
22397,17-00649,Motesanib (AMG-706),118.74463018718251
22398,17-00649,NF-kB Activation Inhibitor,188.20608908355598
22399,17-00649,NVP-ADW742,244.821212003514
22400,17-00649,NVP-TAE684,211.003174283975
22401,17-00649,Neratinib (HKI-272),121.302863526704
22402,17-00649,Nilotinib,195.9273130400285
22403,17-00649,Nutlin 3a,249.1253955648525
22404,17-00649,Olaparib,238.69709780878452
22405,17-00649,PD173955,95.48079511847865
22406,17-00649,PHA-665752,213.6333575266525
22407,17-00649,PI-103,116.23536890920306
22408,17-00649,PP242,100.3415713340724
22409,17-00649,PRT062607,207.82062459038548
22410,17-00649,Palbociclib,242.47251852492252
22411,17-00649,Panobinostat,30.0868446085448
22412,17-00649,Panobinostat - Palbociclib,100.467535108629
22413,17-00649,Pazopanib (GW786034),164.5068353738265
22415,17-00649,Ponatinib (AP24534),166.37134037209475
22416,17-00649,Quizartinib (AC220),150.99828539096325
22417,17-00649,Quizartinib - JQ1,237.763848124825
22418,17-00649,Quizartinib - Palbociclib,104.183666830467
22419,17-00649,Quizartinib - Panobinostat,183.597897023662
22420,17-00649,Quizartinib - Trametinib,183.143685486871
22421,17-00649,Quizartinib - Venetoclax,114.267569436777
22422,17-00649,RAF265 (CHIR-265),103.6164949551918
22423,17-00649,Rapamycin,90.77279611714147
22424,17-00649,Regorafenib (BAY 73-4506),161.21979858035752
22425,17-00649,Roscovitine (CYC-202),271.7226917700265
22426,17-00649,Ruxolitinib (INCB018424),205.81908965130026
22427,17-00649,Ruxolitinib - JQ1,25.9438072535517
22428,17-00649,Ruxolitinib - Palbociclib,8.08597032154062e-09
22429,17-00649,Ruxolitinib - Panobinostat,40.8341342811051
22430,17-00649,Ruxolitinib - Venetoclax,17.947960165047
22431,17-00649,S31-201,237.88895247308199
22432,17-00649,SB-431542,232.4944255071905
22433,17-00649,SNS-032 (BMS-387032),71.47474572870826
22434,17-00649,SR9011,239.35897685984798
22435,17-00649,STO609,261.4370940833695
22436,17-00649,SU11274,216.7406495841135
22437,17-00649,Saracatinib (AZD0530),174.395765638513
22438,17-00649,Selumetinib (AZD6244),162.6943688253745
22439,17-00649,Sorafenib,168.54919625783376
22440,17-00649,Sorafenib - Entospletinib (GS-9973),41.0249062432486
22441,17-00649,Sorafenib - JQ1,84.4301792896617
22442,17-00649,Sorafenib - Palbociclib,8.08597032154062e-09
22443,17-00649,Sorafenib - Panobinostat,166.012885864549
22444,17-00649,Sorafenib - Venetoclax,1.15355113824043
22445,17-00649,Sunitinib,211.56327044472775
22446,17-00649,Tivozanib (AV-951),99.458232604101
22447,17-00649,Tofacitinib (CP-690550),211.2449817020785
22448,17-00649,Tozasertib (VX-680),238.5532363395665
22449,17-00649,Trametinib (GSK1120212),31.4086529071254
22450,17-00649,Trametinib - JQ1,135.811711187139
22451,17-00649,Trametinib - Palbociclib,8.08597032154062e-09
22452,17-00649,Trametinib - Panobinostat,190.034676436502
22453,17-00649,Trametinib - Venetoclax,71.8693775587306
22454,17-00649,VX-745,199.7203563156155
22455,17-00649,Vandetanib (ZD6474),212.63402384044048
22456,17-00649,Vandetanib - Vemurafenib,135.285477921609
22457,17-00649,Vargetef,151.0853199518345
22458,17-00649,Vemurafenib (PLX-4032),255.591550228576
22459,17-00649,Venetoclax,224.04874011770102
22460,17-00649,Venetoclax - Artemisinin ,221.86935634832548
22461,17-00649,Venetoclax - Ibrutinib,159.63116991119
22462,17-00649,Venetoclax - JQ1,8.08597032154062e-09
22463,17-00649,Venetoclax - Palbociclib,1.42401539167541
22464,17-00649,Venetoclax - Panobinostat,6.10299497127328
22465,17-00649,Vismodegib (GDC-0449),283.8953348489915
22466,17-00649,XAV-939,105.6282413383415
22467,17-00649,YM-155,207.1233867916775
22468,17-00667,17-AAG (Tanespimycin),202.56330778129
22469,17-00667,A-674563,161.576027486757
22470,17-00667,AGI-5198,214.162909645485
22471,17-00667,AGI-6780,208.725405458574
22472,17-00667,AT7519,142.802616643775
22473,17-00667,AZD1152-HQPA (AZD2811),252.59067012972
22474,17-00667,AZD1480,180.553290934145
22475,17-00667,Afatinib (BIBW-2992),161.568473898486
22476,17-00667,Alisertib (MLN8237),255.109607853429
22477,17-00667,Alisertib - Crizotinib,100.804391276534
22478,17-00667,Arsenic Trioxide,270.071448354261
22479,17-00667,Artemisinin,282.305778049221
22480,17-00667,Axitinib (AG-013736),234.028333410758
22481,17-00667,Azacytidine,248.933358604949
22482,17-00667,BEZ235,122.250948972302
22483,17-00667,BMS-345541,248.430612280429
22484,17-00667,Bay 11-7085,261.974357406098
22485,17-00667,Bortezomib (Velcade),171.160657451716
22486,17-00667,Bosutinib (SKI-606),238.013001819525
22487,17-00667,CHIR-99021,285.271578162477
22488,17-00667,CI-1040 (PD184352),161.707927032623
22489,17-00667,CYT387,179.30429775225
22490,17-00667,Cabozantinib,221.736158692277
22491,17-00667,Cabozantinib - Ruxolitinib,143.090662337959
22492,17-00667,Canertinib (CI-1033),254.180672889999
22493,17-00667,Cediranib (AZD2171),250.338225887045
22494,17-00667,Crenolanib,214.495513591101
22495,17-00667,Crizotinib (PF-2341066),209.5980826879455
22496,17-00667,Cytarabine,169.799706487702
22497,17-00667,Cytarabine - Nutlin 3a,3.15784604686148
22498,17-00667,DBZ,273.45845302985
22499,17-00667,Dasatinib,202.25018244972898
22500,17-00667,Dasatinib - Venetoclax,1.23507060730986
22501,17-00667,Doramapimod (BIRB 796),211.255460789944
22502,17-00667,Doramapimod - JQ1,237.07861164803
22503,17-00667,Doramapimod - Palbociclib,25.230107892778
22504,17-00667,Doramapimod - Panobinostat,125.826896096274
22505,17-00667,Doramapimod - Venetoclax,55.0510739913731
22506,17-00667,Dovitinib (CHIR-258),197.49576232735
22507,17-00667,Elesclomol,14.8912136424513
22508,17-00667,Entospletinib (GS-9973),209.338002993799
22509,17-00667,Entrectinib,193.626642490861
22510,17-00667,Erlotinib,252.9151743965325
22511,17-00667,Flavopiridol,109.963711005597
22512,17-00667,Foretinib (XL880),164.920703798514
22513,17-00667,GDC-0879,285.199686270892
22514,17-00667,GDC-0941,119.1828453930274
22515,17-00667,GSK-1838705A,239.297149911864
22516,17-00667,GSK-1904529A,279.256216397504
22517,17-00667,GSK690693,266.665130560496
22518,17-00667,GW-2580,251.352787680579
22519,17-00667,Gefitinib,266.164585767943
22520,17-00667,Gilteritinib,155.32345440785
22521,17-00667,H-89,248.164115183422
22522,17-00667,INK-128,114.593521312913
22523,17-00667,Ibrutinib (PCI-32765),236.143833424486
22524,17-00667,Ibrutinib - Quizartinib,99.8340542944207
22525,17-00667,Idelalisib,208.373094410813
22526,17-00667,Idelalisib - JQ1,224.893719013513
22527,17-00667,Idelalisib - Palbociclib,77.4204065116297
22528,17-00667,Idelalisib - Panobinostat,81.0019747391887
22529,17-00667,Idelalisib - Quizartinib,4.30856647155224
22530,17-00667,Idelalisib - Ruxolitinib,8.08597032154062e-09
22531,17-00667,Idelalisib - Trametinib,8.08597032154062e-09
22532,17-00667,Idelalisib - Venetoclax,56.0159866894417
22533,17-00667,Imatinib,246.539357216546
22534,17-00667,Indisulam,166.502845321756
22535,17-00667,JAK Inhibitor I,151.421596136265
22536,17-00667,JNJ-38877605,233.875864395477
22537,17-00667,JNJ-7706621,265.680483072698
22538,17-00667,JQ1,132.005224988127
22539,17-00667,JQ1 - Palbociclib,102.304087853529
22540,17-00667,JQ1 - Panobinostat,154.950247120041
22541,17-00667,KI20227,180.332813601813
22542,17-00667,KU-55933,285.735684330378
22543,17-00667,KW-2449,268.386574498437
22544,17-00667,LY-333531,218.938573500896
22545,17-00667,Lapatinib,221.51860988418002
22546,17-00667,Lenalidomide,286.327943276273
22547,17-00667,Lenvatinib,213.981105196415
22548,17-00667,Linifanib (ABT-869),213.711909734595
22549,17-00667,MGCD-265,238.906429807004
22550,17-00667,MK-2206,167.440422763515
22551,17-00667,MLN120B,268.30746955448
22552,17-00667,MLN8054,276.329233725349
22553,17-00667,Masitinib (AB-1010),244.088180889116
22554,17-00667,Midostaurin,202.006366129245
22555,17-00667,Motesanib (AMG-706),110.956399802945
22556,17-00667,NF-kB Activation Inhibitor,268.477898864682
22557,17-00667,NVP-ADW742,235.993102350914
22558,17-00667,NVP-TAE684,244.183216592891
22559,17-00667,Neratinib (HKI-272),153.419704252465
22560,17-00667,Nilotinib,206.363045360794
22561,17-00667,Nutlin 3a,239.385300451257
22562,17-00667,OTX-015,89.7269008617749
22563,17-00667,Olaparib,286.327943276273
22564,17-00667,PD173955,212.076110133819
22565,17-00667,PHA-665752,259.684053432313
22566,17-00667,PHT-427,215.291238689383
22567,17-00667,PI-103,152.123249117874
22568,17-00667,PP242,156.290702454276
22569,17-00667,PRT062607,243.79261284707
22570,17-00667,Palbociclib,257.208728594233
22571,17-00667,Panobinostat,7.27558523841692
22572,17-00667,Panobinostat - Palbociclib,44.5565117532322
22573,17-00667,Pazopanib (GW786034),185.723363825923
22574,17-00667,Pelitinib (EKB-569),165.175450859816
22575,17-00667,Ponatinib (AP24534),256.7379887818395
22576,17-00667,Quizartinib (AC220),183.7296603460955
22577,17-00667,Quizartinib - JQ1,286.327943276273
