,Argonne_ID,DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,Manual_edit
2194,CCLE.ONS76,ACH-000776,ONS-76,ONS76,ONS76_CENTRAL_NERVOUS_SYSTEM,
2195,GDSC.ONS-76,ACH-000776,ONS-76,ONS76,ONS76_CENTRAL_NERVOUS_SYSTEM,
2196,gCSI.ONS-76,ACH-000776,ONS-76,ONS76,ONS76_CENTRAL_NERVOUS_SYSTEM,
2197,CTRP.ONS-76,ACH-000776,ONS-76,ONS76,ONS76_CENTRAL_NERVOUS_SYSTEM,
2198,CCLE.KYSE30,ACH-000777,KYSE-30,KYSE30,KYSE30_OESOPHAGUS,
2199,GDSC.KYSE-30,ACH-000777,KYSE-30,KYSE30,KYSE30_OESOPHAGUS,
2200,gCSI.KYSE-30,ACH-000777,KYSE-30,KYSE30,KYSE30_OESOPHAGUS,
2201,CTRP.KYSE-30,ACH-000777,KYSE-30,KYSE30,KYSE30_OESOPHAGUS,
2202,CCLE.HSC3,ACH-000778,HSC-3,HSC3,HSC3_UPPER_AERODIGESTIVE_TRACT,
2203,GDSC.HSC-3,ACH-000778,HSC-3,HSC3,HSC3_UPPER_AERODIGESTIVE_TRACT,
2204,CTRP.HSC-3,ACH-000778,HSC-3,HSC3,HSC3_UPPER_AERODIGESTIVE_TRACT,
2205,CCLE.PC-9,ACH-000779,,PC9,PC9_LUNG,
2206,CCLE.NCIH1105,ACH-000780,NCI-H1105,NCIH1105,NCIH1105_LUNG,
2207,GDSC.NCI-H1105,ACH-000780,NCI-H1105,NCIH1105,NCIH1105_LUNG,
2208,CTRP.NCI-H1105,ACH-000780,NCI-H1105,NCIH1105,NCIH1105_LUNG,
2209,CCLE.NCIH2023,ACH-000781,NCI-H2023,NCIH2023,NCIH2023_LUNG,
2210,GDSC.NCI-H2023,ACH-000781,NCI-H2023,NCIH2023,NCIH2023_LUNG,
2211,gCSI.NCI-H2023,ACH-000781,NCI-H2023,NCIH2023,NCIH2023_LUNG,
2212,CTRP.NCI-H2023,ACH-000781,NCI-H2023,NCIH2023,NCIH2023_LUNG,
2213,CCLE.SEM,ACH-000782,SEM,SEM,SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2214,CTRP.SEM,ACH-000782,SEM,SEM,SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2215,CCLE.CAMA1,ACH-000783,CAMA-1,CAMA1,CAMA1_BREAST,
2216,GDSC.CAMA-1,ACH-000783,CAMA-1,CAMA1,CAMA1_BREAST,
2217,gCSI.CAMA-1,ACH-000783,CAMA-1,CAMA1,CAMA1_BREAST,
2218,CTRP.CAMA-1,ACH-000783,CAMA-1,CAMA1,CAMA1_BREAST,
2219,CCLE.KYSE70,ACH-000784,KYSE-70,KYSE70,KYSE70_OESOPHAGUS,
2220,GDSC.KYSE-70,ACH-000784,KYSE-70,KYSE70,KYSE70_OESOPHAGUS,
2221,gCSI.KYSE-70,ACH-000784,KYSE-70,KYSE70,KYSE70_OESOPHAGUS,
2222,CTRP.KYSE-70,ACH-000784,KYSE-70,KYSE70,KYSE70_OESOPHAGUS,
2223,CCLE.NCIH2126,ACH-000785,NCI-H2126,NCIH2126,NCIH2126_LUNG,
2224,GDSC.NCI-H2126,ACH-000785,NCI-H2126,NCIH2126,NCIH2126_LUNG,
2225,CTRP.NCI-H2126,ACH-000785,NCI-H2126,NCIH2126,NCIH2126_LUNG,
2226,CCLE.DAUDI,ACH-000786,Daudi,DAUDI,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2227,GDSC.Daudi,ACH-000786,Daudi,DAUDI,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2228,gCSI.DAUDI,ACH-000786,Daudi,DAUDI,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2229,CTRP.Daudi,ACH-000786,Daudi,DAUDI,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2230,CCLE.LXF289,ACH-000787,LXF-289,LXF289,LXF289_LUNG,
2231,GDSC.LXF-289,ACH-000787,LXF-289,LXF289,LXF289_LUNG,
2232,gCSI.LXF-289,ACH-000787,LXF-289,LXF289,LXF289_LUNG,
2233,CTRP.LXF-289,ACH-000787,LXF-289,LXF289,LXF289_LUNG,
2234,CCLE.A2058,ACH-000788,A2058,A2058,A2058_SKIN,
2235,GDSC.A2058,ACH-000788,A2058,A2058,A2058_SKIN,
2236,gCSI.A2058,ACH-000788,A2058,A2058,A2058_SKIN,
2237,CTRP.A2058,ACH-000788,A2058,A2058,A2058_SKIN,
2238,CCLE.NCIH810,ACH-000789,NCI-H810,NCIH810,NCIH810_LUNG,
2239,GDSC.NCI-H810,ACH-000789,NCI-H810,NCIH810,NCIH810_LUNG,
2240,CTRP.NCI-H810,ACH-000789,NCI-H810,NCIH810,NCIH810_LUNG,
2241,CCLE.SHP77,ACH-000790,SHP-77,SHP77,SHP77_LUNG,
2242,GDSC.SHP-77,ACH-000790,SHP-77,SHP77,SHP77_LUNG,
2243,CTRP.SHP-77,ACH-000790,SHP-77,SHP77,SHP77_LUNG,
2244,CCLE.RERFLCAD1,ACH-000791,RERF-LC-Ad1,RERFLCAD1,RERFLCAD1_LUNG,
2245,CTRP.RERF-LC-Ad1,ACH-000791,RERF-LC-Ad1,RERFLCAD1,RERFLCAD1_LUNG,
2246,CCLE.BFTC909,ACH-000792,BFTC-909,BFTC909,BFTC909_KIDNEY,
2247,GDSC.BFTC-909,ACH-000792,BFTC-909,BFTC909,BFTC909_KIDNEY,
2248,gCSI.BFTC-909,ACH-000792,BFTC-909,BFTC909,BFTC909_KIDNEY,
2249,CTRP.BFTC-909,ACH-000792,BFTC-909,BFTC909,BFTC909_KIDNEY,
2250,CCLE.KATOIII,ACH-000793,KATO III,KATOIII,KATOIII_STOMACH,
2251,GDSC.KATOIII,ACH-000793,KATO III,KATOIII,KATOIII_STOMACH,
2252,CTRP.KATOIII,ACH-000793,KATO III,KATOIII,KATOIII_STOMACH,
2253,CCLE.BICR22,ACH-000794,BICR 22,BICR22,BICR22_UPPER_AERODIGESTIVE_TRACT,
2254,GDSC.BICR22,ACH-000794,BICR 22,BICR22,BICR22_UPPER_AERODIGESTIVE_TRACT,
2255,CTRP.BICR-22,ACH-000794,BICR 22,BICR22,BICR22_UPPER_AERODIGESTIVE_TRACT,
2256,CCLE.MOLT13,ACH-000795,MOLT-13,MOLT13,MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2257,GDSC.MOLT-13,ACH-000795,MOLT-13,MOLT13,MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2258,CTRP.MOLT-13,ACH-000795,MOLT-13,MOLT13,MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2259,CCLE.MCAS,ACH-000796,MCAS,MCAS,MCAS_OVARY,
2260,GDSC.MCAS,ACH-000796,MCAS,MCAS,MCAS_OVARY,
2261,gCSI.MCAS,ACH-000796,MCAS,MCAS,MCAS_OVARY,
2262,CTRP.MCAS,ACH-000796,MCAS,MCAS,MCAS_OVARY,
2263,CCLE.CL40,ACH-000798,CL-40,CL40,CL40_LARGE_INTESTINE,
2264,GDSC.CL-40,ACH-000798,CL-40,CL40,CL40_LARGE_INTESTINE,
2265,CCLE.HS695T,ACH-000799,Hs 695T,HS695T,HS695T_SKIN,
2266,gCSI.HS-695T,ACH-000799,Hs 695T,HS695T,HS695T_SKIN,
2267,CCLE.NCIH446,ACH-000800,NCI-H446,NCIH446,NCIH446_LUNG,
2268,GDSC.NCI-H446,ACH-000800,NCI-H446,NCIH446,NCIH446_LUNG,
2269,gCSI.NCI-H446,ACH-000800,NCI-H446,NCIH446,NCIH446_LUNG,
2270,CTRP.NCI-H446,ACH-000800,NCI-H446,NCIH446,NCIH446_LUNG,
2271,CCLE.BFTC905,ACH-000802,BFTC-905,BFTC905,BFTC905_URINARY_TRACT,
2272,GDSC.BFTC-905,ACH-000802,BFTC-905,BFTC905,BFTC905_URINARY_TRACT,
2273,CTRP.BFTC-905,ACH-000802,BFTC-905,BFTC905,BFTC905_URINARY_TRACT,
2274,CCLE.COLO668,ACH-000803,COLO 668,COLO668,COLO668_LUNG,
2275,GDSC.COLO-668,ACH-000803,COLO 668,COLO668,COLO668_LUNG,
2276,CTRP.COLO-668,ACH-000803,COLO 668,COLO668,COLO668_LUNG,
2277,CCLE.NB1,ACH-000804,NB-1,NB1,NB1_AUTONOMIC_GANGLIA,
2278,GDSC.NB1,ACH-000804,NB-1,NB1,NB1_AUTONOMIC_GANGLIA,
2279,gCSI.NB1,ACH-000804,NB-1,NB1,NB1_AUTONOMIC_GANGLIA,
2280,CTRP.NB1,ACH-000804,NB-1,NB1,NB1_AUTONOMIC_GANGLIA,
2281,CCLE.COLO679,ACH-000805,COLO-679,COLO679,COLO679_SKIN,
2282,GDSC.COLO-679,ACH-000805,COLO-679,COLO679,COLO679_SKIN,
2283,gCSI.COLO-679,ACH-000805,COLO-679,COLO679,COLO679_SKIN,
2284,CCLE.L540,ACH-000806,L-540,L540,L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2285,GDSC.L-540,ACH-000806,L-540,L540,L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2286,CTRP.L-540,ACH-000806,L-540,L540,L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2287,CCLE.SNU738,ACH-000807,SNU-738,SNU738,SNU738_CENTRAL_NERVOUS_SYSTEM,
2288,CTRP.SNU-738,ACH-000807,SNU-738,SNU738,SNU738_CENTRAL_NERVOUS_SYSTEM,
2289,CCLE.KYSE410,ACH-000809,KYSE-410,KYSE410,KYSE410_OESOPHAGUS,
2290,GDSC.KYSE-410,ACH-000809,KYSE-410,KYSE410,KYSE410_OESOPHAGUS,
2291,gCSI.KYSE-410,ACH-000809,KYSE-410,KYSE410,KYSE410_OESOPHAGUS,
2292,CTRP.KYSE-410,ACH-000809,KYSE-410,KYSE410,KYSE410_OESOPHAGUS,
2293,CCLE.SKMEL30,ACH-000810,SK-MEL-30,SKMEL30,SKMEL30_SKIN,
2294,GDSC.SK-MEL-30,ACH-000810,SK-MEL-30,SKMEL30,SKMEL30_SKIN,
2295,gCSI.SK-MEL-30,ACH-000810,SK-MEL-30,SKMEL30,SKMEL30_SKIN,
2296,CTRP.SK-MEL-30,ACH-000810,SK-MEL-30,SKMEL30,SKMEL30_SKIN,
2297,NCI60.SK-OV-3,ACH-000811,SK-OV-3,SKOV3,SKOV3_OVARY,
2298,CCLE.SKOV3,ACH-000811,SK-OV-3,SKOV3,SKOV3_OVARY,
2299,GDSC.SK-OV-3,ACH-000811,SK-OV-3,SKOV3,SKOV3_OVARY,
2300,gCSI.SK-OV-3,ACH-000811,SK-OV-3,SKOV3,SKOV3_OVARY,
2301,CTRP.SK-OV-3,ACH-000811,SK-OV-3,SKOV3,SKOV3_OVARY,
2302,CCLE.COLO783,ACH-000812,COLO-783,COLO783,COLO783_SKIN,
2303,GDSC.COLO-783,ACH-000812,COLO-783,COLO783,COLO783_SKIN,
2304,CCLE.HS939T,ACH-000814,Hs 939.T,HS939T,HS939T_SKIN,
2305,GDSC.Hs-939-T,ACH-000814,Hs 939.T,HS939T,HS939T_SKIN,
2306,CCLE.KMH2,ACH-000815,KM-H2,KMH2,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2307,GDSC.KM-H2,ACH-000815,KM-H2,KMH2,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2308,CTRP.KM-H2,ACH-000815,KM-H2,KMH2,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2309,CCLE.NCIH524,ACH-000816,NCI-H524,NCIH524,NCIH524_LUNG,
2310,GDSC.NCI-H524,ACH-000816,NCI-H524,NCIH524,NCIH524_LUNG,
2311,CTRP.NCI-H524,ACH-000816,NCI-H524,NCIH524,NCIH524_LUNG,
2312,NCI60.RPMI-8226,ACH-000817,RPMI 8226,RPMI8226,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2313,CCLE.RPMI8226,ACH-000817,RPMI 8226,RPMI8226,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2314,GDSC.RPMI-8226,ACH-000817,RPMI 8226,RPMI8226,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2315,gCSI.RPMI-8226,ACH-000817,RPMI 8226,RPMI8226,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2316,CTRP.RPMI-8226,ACH-000817,RPMI 8226,RPMI8226,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2317,CCLE.BT483,ACH-000818,BT-483,BT483,BT483_BREAST,
2318,GDSC.BT-483,ACH-000818,BT-483,BT483,BT483_BREAST,
2319,CCLE.LN18,ACH-000819,LN-18,LN18,LN18_CENTRAL_NERVOUS_SYSTEM,
2320,GDSC.LN-18,ACH-000819,LN-18,LN18,LN18_CENTRAL_NERVOUS_SYSTEM,
2321,gCSI.LN-18,ACH-000819,LN-18,LN18,LN18_CENTRAL_NERVOUS_SYSTEM,
2322,CTRP.LN-18,ACH-000819,LN-18,LN18,LN18_CENTRAL_NERVOUS_SYSTEM,
2323,CCLE.SW403,ACH-000820,SW403,SW403,SW403_LARGE_INTESTINE,
2324,GDSC.SW403,ACH-000820,SW403,SW403,SW403_LARGE_INTESTINE,
2325,gCSI.SW403,ACH-000820,SW403,SW403,SW403_LARGE_INTESTINE,
2326,CCLE.EJM,ACH-000821,EJM,EJM,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2327,GDSC.EJM,ACH-000821,EJM,EJM,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2328,CTRP.EJM,ACH-000821,EJM,EJM,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2329,CCLE.SKMEL24,ACH-000822,SK-MEL-24,SKMEL24,SKMEL24_SKIN,
2330,GDSC.SK-MEL-24,ACH-000822,SK-MEL-24,SKMEL24,SKMEL24_SKIN,
2331,gCSI.SK-MEL-24,ACH-000822,SK-MEL-24,SKMEL24,SKMEL24_SKIN,
2332,CTRP.SK-MEL-24,ACH-000822,SK-MEL-24,SKMEL24,SKMEL24_SKIN,
2333,CCLE.KYSE140,ACH-000823,KYSE-140,KYSE140,KYSE140_OESOPHAGUS,
2334,GDSC.KYSE-140,ACH-000823,KYSE-140,KYSE140,KYSE140_OESOPHAGUS,
2335,gCSI.KYSE-140,ACH-000823,KYSE-140,KYSE140,KYSE140_OESOPHAGUS,
2336,CTRP.KYSE-140,ACH-000823,KYSE-140,KYSE140,KYSE140_OESOPHAGUS,
2337,CCLE.KYSE510,ACH-000824,KYSE-510,KYSE510,KYSE510_OESOPHAGUS,
2338,GDSC.KYSE-510,ACH-000824,KYSE-510,KYSE510,KYSE510_OESOPHAGUS,
2339,gCSI.KYSE-510,ACH-000824,KYSE-510,KYSE510,KYSE510_OESOPHAGUS,
2340,CTRP.KYSE-510,ACH-000824,KYSE-510,KYSE510,KYSE510_OESOPHAGUS,
2341,NCI60.HOP-92,ACH-000825,HOP-92,HOP92,HOP92_LUNG,
2342,CCLE.HOP92,ACH-000825,HOP-92,HOP92,HOP92_LUNG,
2343,GDSC.HOP-92,ACH-000825,HOP-92,HOP92,HOP92_LUNG,
2344,gCSI.HOP-92,ACH-000825,HOP-92,HOP92,HOP92_LUNG,
2345,CTRP.HOP-92,ACH-000825,HOP-92,HOP92,HOP92_LUNG,
2346,CCLE.CAL12T,ACH-000826,CAL-12T,CAL12T,CAL12T_LUNG,
2347,GDSC.CAL-12T,ACH-000826,CAL-12T,CAL12T,CAL12T_LUNG,
2348,gCSI.CAL-12T,ACH-000826,CAL-12T,CAL12T,CAL12T_LUNG,
2349,CTRP.CAL-12T,ACH-000826,CAL-12T,CAL12T,CAL12T_LUNG,
2350,CCLE.WM793,ACH-000827,WM-793,WM793,WM793_SKIN,
2351,CTRP.WM-793,ACH-000827,WM-793,WM793,WM793_SKIN,
2352,CCLE.ZR7530,ACH-000828,ZR-75-30,ZR7530,ZR7530_BREAST,
2353,GDSC.ZR-75-30,ACH-000828,ZR-75-30,ZR7530,ZR7530_BREAST,
2354,CTRP.ZR-75-30,ACH-000828,ZR-75-30,ZR7530,ZR7530_BREAST,
2355,CCLE.HUNS1,ACH-000829,HuNS1,HUNS1,HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2356,CTRP.HuNS1,ACH-000829,HuNS1,HUNS1,HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2357,CCLE.NCIH1436,ACH-000830,NCI-H1436,NCIH1436,NCIH1436_LUNG,
2358,GDSC.NCI-H1436,ACH-000830,NCI-H1436,NCIH1436,NCIH1436_LUNG,
2359,CCLE.HEC50B,ACH-000831,HEC-50B,HEC50B,HEC50B_ENDOMETRIUM,
2360,CTRP.HEC-50B,ACH-000831,HEC-50B,HEC50B,HEC50B_ENDOMETRIUM,
2361,CCLE.CAL27,ACH-000832,CAL 27,CAL27,CAL27_UPPER_AERODIGESTIVE_TRACT,
2362,GDSC.CAL-27,ACH-000832,CAL 27,CAL27,CAL27_UPPER_AERODIGESTIVE_TRACT,
2363,gCSI.CAL-27,ACH-000832,CAL 27,CAL27,CAL27_UPPER_AERODIGESTIVE_TRACT,
2364,CTRP.CAL-27,ACH-000832,CAL 27,CAL27,CAL27_UPPER_AERODIGESTIVE_TRACT,
2365,CCLE.RH30,ACH-000833,RH-30,RH30,RH30_SOFT_TISSUE,
2366,CTRP.RH-30,ACH-000833,RH-30,RH30,RH30_SOFT_TISSUE,
2367,CCLE.UMUC1,ACH-000834,UM-UC-1,UMUC1,UMUC1_URINARY_TRACT,
2368,CTRP.UM-UC-1,ACH-000834,UM-UC-1,UMUC1,UMUC1_URINARY_TRACT,
2369,CCLE.GCT,ACH-000835,GCT,GCT,GCT_SOFT_TISSUE,
2370,GDSC.GCT,ACH-000835,GCT,GCT,GCT_SOFT_TISSUE,
2371,CTRP.GCT,ACH-000835,GCT,GCT,GCT_SOFT_TISSUE,
2372,CCLE.YD15,ACH-000836,YD-15,YD15,YD15_SALIVARY_GLAND,
2373,CTRP.YD-15,ACH-000836,YD-15,YD15,YD15_SALIVARY_GLAND,
2374,CCLE.AMO1,ACH-000838,AMO-1,AMO1,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2375,GDSC.AMO-1,ACH-000838,AMO-1,AMO1,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2376,gCSI.AMO-1,ACH-000838,AMO-1,AMO1,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2377,CTRP.AMO-1,ACH-000838,AMO-1,AMO1,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2378,CCLE.SCABER,ACH-000839,SCaBER,SCABER,SCABER_URINARY_TRACT,
2379,GDSC.SCaBER,ACH-000839,SCaBER,SCABER,SCABER_URINARY_TRACT,
2380,CTRP.SCaBER,ACH-000839,SCaBER,SCABER,SCABER_URINARY_TRACT,
2381,CCLE.HCC366,ACH-000840,HCC-366,HCC366,HCC366_LUNG,
2382,GDSC.HCC-366,ACH-000840,HCC-366,HCC366,HCC366_LUNG,
2383,CTRP.HCC-366,ACH-000840,HCC-366,HCC366,HCC366_LUNG,
2384,CCLE.NCIH2087,ACH-000841,NCI-H2087,NCIH2087,NCIH2087_LUNG,
2385,GDSC.NCI-H2087,ACH-000841,NCI-H2087,NCIH2087,NCIH2087_LUNG,
2386,CTRP.NCI-H2087,ACH-000841,NCI-H2087,NCIH2087,NCIH2087_LUNG,
2387,CCLE.SW480,ACH-000842,SW 480,SW480,SW480_LARGE_INTESTINE,
2388,gCSI.SW480,ACH-000842,SW 480,SW480,SW480_LARGE_INTESTINE,
2389,CCLE.HARA,ACH-000843,HARA,HARA,HARA_LUNG,
2390,GDSC.HARA,ACH-000843,HARA,HARA,HARA_LUNG,
2391,CTRP.HARA,ACH-000843,HARA,HARA,HARA_LUNG,
2392,CCLE.DMS454,ACH-000844,DMS 454,DMS454,DMS454_LUNG,
2393,CTRP.DMS-454,ACH-000844,DMS 454,DMS454,DMS454_LUNG,
2394,CCLE.FADU,ACH-000846,FaDu,FADU,FADU_UPPER_AERODIGESTIVE_TRACT,
2395,GDSC.FADU,ACH-000846,FaDu,FADU,FADU_UPPER_AERODIGESTIVE_TRACT,
2396,gCSI.FADU,ACH-000846,FaDu,FADU,FADU_UPPER_AERODIGESTIVE_TRACT,
2397,CTRP.FADU,ACH-000846,FaDu,FADU,FADU_UPPER_AERODIGESTIVE_TRACT,
2398,CCLE.HGC27,ACH-000847,HGC-27,HGC27,HGC27_STOMACH,
2399,GDSC.HGC-27,ACH-000847,HGC-27,HGC27,HGC27_STOMACH,
2400,gCSI.HGC-27,ACH-000847,HGC-27,HGC27,HGC27_STOMACH,
2401,CTRP.HGC-27,ACH-000847,HGC-27,HGC27,HGC27_STOMACH,
2402,CCLE.JHH7,ACH-000848,JHH-7,JHH7,JHH7_LIVER,
2403,GDSC.JHH-7,ACH-000848,JHH-7,JHH7,JHH7_LIVER,
2404,gCSI.JHH-7,ACH-000848,JHH-7,JHH7,JHH7_LIVER,
2405,NCI60.MDA-MB-468,ACH-000849,MDA-MB-468,MDAMB468,MDAMB468_BREAST,
2406,CCLE.MDAMB468,ACH-000849,MDA-MB-468,MDAMB468,MDAMB468_BREAST,
2407,GDSC.MDA-MB-468,ACH-000849,MDA-MB-468,MDAMB468,MDAMB468_BREAST,
2408,gCSI.MDA-MB-468,ACH-000849,MDA-MB-468,MDAMB468,MDAMB468_BREAST,
2409,CTRP.MDA-MB-468,ACH-000849,MDA-MB-468,MDAMB468,MDAMB468_BREAST,
2410,CCLE.MORCPR,ACH-000851,MOR/CPR,MORCPR,MORCPR_LUNG,
2411,CTRP.MOR-CPR,ACH-000851,MOR/CPR,MORCPR,MORCPR_LUNG,
2412,CCLE.NCIH1435,ACH-000852,NCI-H1435,NCIH1435,NCIH1435_LUNG,
2413,GDSC.NCI-H1435,ACH-000852,NCI-H1435,NCIH1435,NCIH1435_LUNG,
2414,CTRP.NCI-H1435,ACH-000852,NCI-H1435,NCIH1435,NCIH1435_LUNG,
2415,CCLE.NCIH661,ACH-000853,NCI-H661,NCIH661,NCIH661_LUNG,
2416,GDSC.NCI-H661,ACH-000853,NCI-H661,NCIH661,NCIH661_LUNG,
2417,gCSI.NCI-H661,ACH-000853,NCI-H661,NCIH661,NCIH661_LUNG,
2418,CTRP.NCI-H661,ACH-000853,NCI-H661,NCIH661,NCIH661_LUNG,
2419,CCLE.KYSE150,ACH-000855,KYSE-150,KYSE150,KYSE150_OESOPHAGUS,
2420,GDSC.KYSE-150,ACH-000855,KYSE-150,KYSE150,KYSE150_OESOPHAGUS,
2421,gCSI.KYSE-150,ACH-000855,KYSE-150,KYSE150,KYSE150_OESOPHAGUS,
2422,CTRP.KYSE-150,ACH-000855,KYSE-150,KYSE150,KYSE150_OESOPHAGUS,
2423,CCLE.CAL51,ACH-000856,CAL-51,CAL51,CAL51_BREAST,
2424,GDSC.CAL-51,ACH-000856,CAL-51,CAL51,CAL51_BREAST,
2425,gCSI.CAL-51,ACH-000856,CAL-51,CAL51,CAL51_BREAST,
2426,CTRP.CAL-51,ACH-000856,CAL-51,CAL51,CAL51_BREAST,
2427,CCLE.CAL851,ACH-000857,CAL-85-1,CAL851,CAL851_BREAST,
2428,GDSC.CAL-85-1,ACH-000857,CAL-85-1,CAL851,CAL851_BREAST,
2429,CTRP.CAL-85-1,ACH-000857,CAL-85-1,CAL851,CAL851_BREAST,
2430,CCLE.KNS62,ACH-000858,KNS-62,KNS62,KNS62_LUNG,
2431,GDSC.KNS-62,ACH-000858,KNS-62,KNS62,KNS62_LUNG,
2432,gCSI.KNS-62,ACH-000858,KNS-62,KNS62,KNS62_LUNG,
2433,CTRP.KNS-62,ACH-000858,KNS-62,KNS62,KNS62_LUNG,
2434,CCLE.HCC1954,ACH-000859,HCC1954,HCC1954,HCC1954_BREAST,
2435,GDSC.HCC1954,ACH-000859,HCC1954,HCC1954,HCC1954_BREAST,
2436,gCSI.HCC1954,ACH-000859,HCC1954,HCC1954,HCC1954_BREAST,
2437,CTRP.HCC1954,ACH-000859,HCC1954,HCC1954,HCC1954_BREAST,
2438,CCLE.NCIH358,ACH-000860,NCI-H358,NCIH358,NCIH358_LUNG,
2439,GDSC.NCI-H358,ACH-000860,NCI-H358,NCIH358,NCIH358_LUNG,
2440,gCSI.NCI-H358,ACH-000860,NCI-H358,NCIH358,NCIH358_LUNG,
2441,CTRP.NCI-H358,ACH-000860,NCI-H358,NCIH358,NCIH358_LUNG,
2442,NCI60.HOP-62,ACH-000861,HOP-62,HOP62,HOP62_LUNG,
2443,CCLE.HOP62,ACH-000861,HOP-62,HOP62,HOP62_LUNG,
2444,GDSC.HOP-62,ACH-000861,HOP-62,HOP62,HOP62_LUNG,
2445,gCSI.HOP-62,ACH-000861,HOP-62,HOP62,HOP62_LUNG,
2446,CTRP.HOP-62,ACH-000861,HOP-62,HOP62,HOP62_LUNG,
2447,CCLE.KMBC2,ACH-000862,KMBC-2,KMBC2,KMBC2_URINARY_TRACT,
2448,CTRP.KMBC-2,ACH-000862,KMBC-2,KMBC2,KMBC2_URINARY_TRACT,
2449,CCLE.DBTRG05MG,ACH-000863,DBTRG-05MG,DBTRG05MG,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,
2450,GDSC.DBTRG-05MG,ACH-000863,DBTRG-05MG,DBTRG05MG,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,
2451,CTRP.DBTRG-05MG,ACH-000863,DBTRG-05MG,DBTRG05MG,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,
2452,CCLE.COLO684,ACH-000864,COLO 684,COLO684,COLO684_ENDOMETRIUM,
2453,GDSC.COLO-684,ACH-000864,COLO 684,COLO684,COLO684_ENDOMETRIUM,
2454,gCSI.COLO-684,ACH-000864,COLO 684,COLO684,COLO684_ENDOMETRIUM,
2455,CTRP.COLO-684,ACH-000864,COLO 684,COLO684,COLO684_ENDOMETRIUM,
2456,CCLE.KYSE450,ACH-000865,KYSE-450,KYSE450,KYSE450_OESOPHAGUS,
2457,GDSC.KYSE-450,ACH-000865,KYSE-450,KYSE450,KYSE450_OESOPHAGUS,
2458,gCSI.KYSE-450,ACH-000865,KYSE-450,KYSE450,KYSE450_OESOPHAGUS,
2459,CTRP.KYSE-450,ACH-000865,KYSE-450,KYSE450,KYSE450_OESOPHAGUS,
2460,CCLE.NCIH1048,ACH-000866,NCI-H1048,NCIH1048,NCIH1048_LUNG,
2461,GDSC.NCI-H1048,ACH-000866,NCI-H1048,NCIH1048,NCIH1048_LUNG,
2462,CCLE.CHAGOK1,ACH-000867,ChaGo-K-1,CHAGOK1,CHAGOK1_LUNG,
2463,GDSC.ChaGo-K-1,ACH-000867,ChaGo-K-1,CHAGOK1,CHAGOK1_LUNG,
2464,gCSI.CHAGO-K-1,ACH-000867,ChaGo-K-1,CHAGOK1,CHAGOK1_LUNG,
2465,CTRP.ChaGo-K-1,ACH-000867,ChaGo-K-1,CHAGOK1,CHAGOK1_LUNG,
2466,CCLE.HCC1195,ACH-000868,HCC-1195,HCC1195,HCC1195_LUNG,
2467,CTRP.HCC-1195,ACH-000868,HCC-1195,HCC1195,HCC1195_LUNG,
2468,CCLE.NCIH1568,ACH-000869,NCI-H1568,NCIH1568,NCIH1568_LUNG,
2469,GDSC.NCI-H1568,ACH-000869,NCI-H1568,NCIH1568,NCIH1568_LUNG,
